cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21
8,-0.0016,-0.0002,100,518.67,642.49,1585.88,1393.41,14.62,21.61,554.33,2387.98,9073.13,1.3,47.03,522.41,2387.98,8145.43,8.4054,0.03,391,2388,100,39.11,23.4495,518.67,642.34,1585.096,1395.058,14.62,21.608,554.692,2387.974,9068.852,1.3,47.142,522.502,2387.988,8148.212,8.40352,0.03,391.4,2388,100,39.14,23.3966,0,0.3083018,2.119582506,3.47119864,0,0.004472136,0.320811471,0.039749214,4.078464172,0,0.09679876,0.277254396,0.025884358,2.045927662,0.013957328,0,1.516575089,0,0,0.088600226,0.045489724
9,0.0029,0.0002,100,518.67,641.69,1581.46,1394.2,14.62,21.61,554.67,2388,9062.62,1.3,47.34,522.58,2388.03,8148.79,8.3796,0.03,392,2388,100,39.12,23.3762,518.67,642.262,1584.02,1394.31,14.62,21.608,554.594,2387.982,9067.264,1.3,47.152,522.596,2387.996,8148.208,8.40192,0.03,391.8,2388,100,39.12,23.38572,0,0.419726101,2.364349805,3.075288604,0,0.004472136,0.190473095,0.040249224,4.739391311,0,0.116490343,0.170088212,0.032093613,2.044485265,0.016470792,0,1.303840481,0,0,0.076485293,0.041669977
10,0.0001,0.0003,100,518.67,642.18,1583.92,1390.3,14.62,21.6,554.84,2388.02,9071.57,1.3,47.32,522.67,2388.01,8146.61,8.4089,0.03,390,2388,100,39.06,23.4213,518.67,642.292,1584.514,1393.514,14.62,21.606,554.644,2387.99,9067.728,1.3,47.198,522.61,2388.008,8147.992,8.40112,0.03,391.8,2388,100,39.098,23.40336,0,0.404066826,1.906929469,3.561626033,0,0.005477226,0.219727103,0.043588989,5.083509614,0,0.130460722,0.173349358,0.019235384,2.166314843,0.015891098,0,1.303840481,0,0,0.074296702,0.031171991
11,-0.0026,-0.0003,100,518.67,641.9,1585.25,1393.09,14.62,21.61,554.2,2387.96,9064.45,1.3,47.3,522,2388.01,8146.73,8.4091,0.03,391,2388,100,39.12,23.4847,518.67,642.208,1584.344,1394.02,14.62,21.606,554.578,2387.976,9068.19,1.3,47.226,522.436,2388.006,8147.732,8.39886,0.03,391.4,2388,100,39.122,23.42274,0,0.43894191,1.762620209,3.198210437,0,0.005477226,0.298110718,0.038470768,4.522737003,0,0.13520355,0.261400077,0.018165902,2.23745838,0.013005114,0,1.140175425,0,0,0.050199602,0.045779176
2,0.0021,-0.0004,100,518.67,642.07,1590.38,1401.1,14.62,21.61,553.02,2388.09,9045.95,1.3,47.65,521.03,2388.07,8126.01,8.4343,0.03,393,2388,100,38.89,23.2645,518.67,642.4,1587.39,1406.72,14.62,21.61,553.005,2388.105,9041.605,1.3,47.605,521.36,2388.095,8121.435,8.43145,0.03,393.5,2388,100,38.915,23.28655,0,0.466690476,4.228498551,7.947880221,0,0,0.021213203,0.021213203,6.144757929,0,0.06363961,0.466690476,0.035355339,6.470027048,0.004030509,0,0.707106781,0,0,0.035355339,0.031183409
3,-0.0031,0.0001,100,518.67,642.57,1588.18,1405.86,14.62,21.61,552.76,2388.13,9044.75,1.3,47.49,521.68,2388.11,8125.49,8.4072,0.03,392,2388,100,38.79,23.2163,518.67,642.4566667,1587.653333,1406.433333,14.62,21.61,552.9233333,2388.113333,9042.653333,1.3,47.56666667,521.4666667,2388.1,8122.786667,8.423366667,0.03,393,2388,100,38.87333333,23.26313333,0,0.344286702,3.024588126,5.641890936,0,0,0.142243922,0.02081666,4.709143588,0,0.080208063,0.378197479,0.026457513,5.139224974,0.014287874,0,1,0,0,0.076376262,0.046165174
4,0.0006,0,100,518.67,641.97,1589.4,1401.21,14.62,21.61,553.1,2388.1,9036.97,1.3,47.38,521.84,2388.14,8117.06,8.4012,0.03,394,2388,100,38.83,23.3215,518.67,642.335,1588.09,1405.1275,14.62,21.61,552.9675,2388.11,9041.2325,1.3,47.52,521.56,2388.11,8121.355,8.417825,0.03,393.25,2388,100,38.8625,23.277725,0,0.371797436,2.619440144,5.29541547,0,0,0.145916643,0.018257419,4.781118244,0,0.114017543,0.360832371,0.029439203,5.080003281,0.016091483,0,0.957427108,0,0,0.066017674,0.047670562
5,0.0029,-0.0005,100,518.67,642.62,1595.13,1409.67,14.62,21.61,553.27,2388.15,9040.85,1.3,47.49,521.37,2388.18,8124.1,8.4583,0.03,394,2388,100,38.87,23.324,518.67,642.392,1589.498,1406.036,14.62,21.61,553.028,2388.118,9041.156,1.3,47.514,521.522,2388.124,8121.904,8.42592,0.03,393.4,2388,100,38.864,23.28698,0,0.346294672,3.880518007,5.015768137,0,0,0.185121582,0.023874673,4.144101833,0,0.099649385,0.323836378,0.040373258,4.567475233,0.022843971,0,0.894427191,0,0,0.057271284,0.046180483
6,0.0038,0.0002,100,518.67,642.33,1589.59,1408.46,14.62,21.61,553.91,2388.15,9039.36,1.3,47.49,521.29,2388.15,8121.04,8.4994,0.03,393,2388,100,38.88,23.2869,518.67,642.312,1590.536,1405.26,14.62,21.61,553.212,2388.124,9041.576,1.3,47.5,521.442,2388.13,8122.74,8.44008,0.03,393.2,2388,100,38.852,23.28264,0,0.290379063,2.686322765,3.99237398,0,0,0.43135832,0.02792848,3.736947953,0,0.096436508,0.3213565,0.041833001,3.716766067,0.040239868,0,0.836660027,0,0,0.041472883,0.044634493
7,-0.0003,0.0005,100,518.67,642.44,1586.65,1403.63,14.62,21.61,553.28,2388.11,9049.25,1.3,47.49,521.38,2388.08,8121.85,8.4163,0.03,395,2388,100,38.85,23.2894,518.67,642.386,1589.79,1405.766,14.62,21.61,553.264,2388.128,9042.236,1.3,47.468,521.512,2388.132,8121.908,8.43648,0.03,393.6,2388,100,38.844,23.28762,0,0.25870833,3.207779606,3.457864948,0,0,0.417887545,0.022803509,4.833205975,0,0.049193496,0.235944909,0.038340579,3.236335891,0.041666137,0,1.140175425,0,0,0.035777088,0.043478696
8,0.0004,-0.0003,100,518.67,642.33,1586.78,1404.99,14.62,21.61,553.89,2388.16,9041.47,1.3,47.69,521.71,2388.17,8123.6,8.4739,0.03,393,2388,100,38.93,23.287,518.67,642.338,1589.51,1405.592,14.62,21.61,553.49,2388.134,9041.58,1.3,47.508,521.518,2388.144,8121.53,8.44982,0.03,393.8,2388,100,38.872,23.30176,0,0.237423672,3.436400733,3.47380483,0,0,0.38111678,0.027018512,4.624781076,0,0.112338773,0.241598841,0.039115214,2.793438741,0.040612276,0,0.836660027,0,0,0.037682887,0.019207629
9,0.0012,-0.0004,100,518.67,643.36,1585.15,1407.48,14.62,21.61,553.54,2388.15,9040.9,1.3,47.6,522.21,2388.1,8126.08,8.4614,0.03,393,2388,100,38.73,23.3138,518.67,642.616,1588.66,1406.846,14.62,21.61,553.578,2388.144,9042.366,1.3,47.552,521.592,2388.136,8123.334,8.46186,0.03,393.6,2388,100,38.852,23.30022,0,0.432469652,3.956652626,2.48843927,0,0,0.313320922,0.019493589,3.926694539,0,0.090664216,0.381208604,0.043931765,1.978807722,0.030177856,0,0.894427191,0,0,0.074296702,0.017458293
10,0,-0.0003,100,518.67,642.81,1587.89,1414.99,14.62,21.61,553.28,2388.15,9034.79,1.3,47.45,521.08,2388.14,8122.22,8.4129,0.03,391,2388,100,38.75,23.2454,518.67,642.654,1587.212,1407.91,14.62,21.61,553.58,2388.144,9041.154,1.3,47.544,521.534,2388.128,8122.958,8.45278,0.03,393,2388,100,38.828,23.2845,0,0.441168902,1.648399223,4.400528377,0,0,0.310885831,0.019493589,5.230404382,0,0.098893883,0.440828765,0.037013511,1.975479689,0.037466612,0,1.414213562,0,0,0.085556999,0.024613614
11,0.0039,-0.0005,100,518.67,642.5,1586.81,1401.78,14.62,21.61,552.84,2388.19,9046.12,1.3,47.67,521.55,2388.15,8123.31,8.4694,0.03,394,2388,100,38.98,23.3941,518.67,642.688,1586.656,1406.574,14.62,21.61,553.366,2388.152,9042.506,1.3,47.58,521.586,2388.128,8123.412,8.44678,0.03,393.2,2388,100,38.848,23.30594,0,0.415776382,0.97850907,5.143163423,0,0,0.386108793,0.028635642,5.516604934,0,0.106770783,0.419678448,0.037013511,1.660171678,0.029739654,0,1.483239697,0,0,0.109178753,0.055071208
2,0.0008,-0.0003,100,518.67,642.57,1583.11,1395.97,14.62,21.61,553.97,2388,9078.21,1.3,47,522.3,2388.02,8148.24,8.4216,0.03,391,2388,100,38.85,23.5043,518.67,642.475,1586.3,1395.725,14.62,21.61,554.365,2387.985,9074.74,1.3,47.12,522.245,2388.005,8144.965,8.41485,0.03,390.5,2388,100,38.91,23.4558,0,0.134350288,4.511341264,0.346482323,0,0,0.558614357,0.021213203,4.907321061,0,0.169705627,0.077781746,0.021213203,4.631549417,0.009545942,0,0.707106781,0,0,0.084852814,0.068589358
3,-0.0014,-0.0002,100,518.67,642.25,1589.44,1397.74,14.62,21.61,554.95,2387.95,9063.37,1.3,47.18,522.36,2387.98,8148.83,8.4258,0.03,392,2388,100,39.07,23.4113,518.67,642.4,1587.346667,1396.396667,14.62,21.61,554.56,2387.973333,9070.95,1.3,47.14,522.2833333,2387.996667,8146.253333,8.4185,0.03,391,2388,100,38.96333333,23.44096667,0,0.160934769,3.669146131,1.188879024,0,0,0.519711458,0.025166115,7.425173399,0,0.12489996,0.086216781,0.02081666,3.96295765,0.009248243,0,1,0,0,0.110151411,0.054884728
4,-0.002,0.0001,100,518.67,642.31,1585.59,1397.85,14.62,21.61,553.3,2388.06,9068.16,1.3,47.07,522.09,2388.06,8150.3,8.4175,0.03,392,2388,100,39.12,23.4616,518.67,642.3775,1586.9075,1396.76,14.62,21.61,554.245,2387.995,9070.2525,1.3,47.1225,522.235,2388.0125,8147.265,8.41825,0.03,391.25,2388,100,39.0025,23.446125,0,0.138894444,3.121947843,1.212573022,0,0,0.759583219,0.047958315,6.221052296,0,0.107819293,0.119582607,0.035939764,3.81626781,0.007567694,0,0.957427108,0,0,0.119268604,0.045985387
5,0.0016,0,100,518.67,642.25,1587.23,1402.54,14.62,21.61,554.64,2388.04,9066.99,1.3,47.31,522,2388.01,8149.4,8.4099,0.03,391,2388,100,38.94,23.4781,518.67,642.352,1586.972,1397.916,14.62,21.61,554.324,2388.004,9069.6,1.3,47.16,522.188,2388.012,8147.692,8.41658,0.03,391.2,2388,100,38.99,23.45252,0,0.13311649,2.70753024,2.790059139,0,0,0.681124071,0.046151923,5.58165746,0,0.125499004,0.147546603,0.031144823,3.440140985,0.00754301,0,0.836660027,0,0,0.107004673,0.042313969
6,0.0011,-0.0005,100,518.67,642.49,1586.12,1403.1,14.62,21.61,553.89,2388.07,9067.91,1.3,47.29,521.89,2388,8151.48,8.406,0.03,392,2388,100,39.07,23.394,518.67,642.374,1586.298,1399.44,14.62,21.61,554.15,2388.024,9068.928,1.3,47.17,522.128,2388.014,8149.65,8.41616,0.03,391.6,2388,100,39.01,23.44986,0,0.147241299,2.315009719,3.180589568,0,0,0.652418577,0.04929503,5.532379235,0,0.135092561,0.198670582,0.029664794,1.274205635,0.008165966,0,0.547722558,0,0,0.111579568,0.046114672
7,-0.0038,0.0002,100,518.67,642.45,1588.36,1391.19,14.62,21.61,554.66,2387.98,9069.13,1.3,47.21,522.54,2388,8153.91,8.3984,0.03,392,2388,100,38.91,23.349,518.67,642.35,1587.348,1398.484,14.62,21.61,554.288,2388.02,9067.112,1.3,47.212,522.176,2388.01,8150.784,8.41152,0.03,391.8,2388,100,39.022,23.4188,0,0.113137085,1.582172557,4.793655182,0,0,0.677325623,0.052440442,2.226256948,0,0.096020831,0.267637815,0.03,2.013958788,0.010546421,0,0.447213596,0,0,0.091487704,0.052181558
8,-0.0007,-0.0005,100,518.67,642.41,1586.97,1401.42,14.62,21.61,554.05,2388.01,9064.8,1.3,47.19,522.26,2388.08,8146.34,8.402,0.03,392,2388,100,38.95,23.381,518.67,642.382,1586.854,1399.22,14.62,21.61,554.108,2388.032,9067.398,1.3,47.214,522.156,2388.03,8150.286,8.40676,0.03,391.8,2388,100,38.998,23.41274,0,0.099599197,1.067628212,4.931394326,0,0,0.568216508,0.037013511,1.640021341,0,0.095289034,0.253830652,0.037416574,2.780068344,0.007388031,0,0.447213596,0,0,0.091487704,0.054955964
9,-0.0026,0,100,518.67,642.22,1582.13,1401.77,14.62,21.61,554.31,2387.97,9069.41,1.3,47.23,521.78,2388.04,8153.01,8.3848,0.03,392,2388,100,38.93,23.4429,518.67,642.364,1586.162,1400.004,14.62,21.61,554.31,2388.014,9067.648,1.3,47.246,522.094,2388.026,8150.828,8.40022,0.03,391.8,2388,100,38.96,23.409,0,0.121573023,2.391834024,4.970586485,0,0,0.344746284,0.041593269,1.865052278,0,0.051768716,0.306398433,0.034351128,3.035880432,0.009635455,0,0.447213596,0,0,0.063245553,0.051315251
10,0.0019,-0.0002,100,518.67,642.29,1588.96,1393.25,14.62,21.61,554.14,2387.96,9065.28,1.3,47.14,522.09,2388.02,8151.36,8.4222,0.03,392,2388,100,38.96,23.3398,518.67,642.372,1586.508,1398.146,14.62,21.61,554.21,2387.998,9067.306,1.3,47.212,522.112,2388.028,8151.22,8.40268,0.03,392,2388,100,38.964,23.38134,0,0.113225439,2.691332384,5.494345275,0,0,0.293853705,0.044384682,2.150774279,0,0.054954527,0.302109252,0.033466401,2.930093855,0.013514141,0,2.60E-07,0,0,0.062289646,0.040992292
11,0.0026,-0.0002,100,518.67,642.74,1585.25,1393.96,14.62,21.61,554.11,2388.01,9074.91,1.3,47.39,522.12,2387.98,8144.89,8.3948,0.03,392,2388,100,39.14,23.3074,518.67,642.422,1586.334,1396.318,14.62,21.61,554.254,2387.986,9068.706,1.3,47.232,522.158,2388.024,8149.902,8.40044,0.03,392,2388,100,38.978,23.36402,0,0.200174924,2.750169086,4.925035025,0,0,0.246637386,0.023021729,4.066918981,0,0.094445752,0.276260746,0.038470768,4.051465167,0.013752382,0,2.60E-07,0,0,0.092574294,0.051304015
2,-0.0012,-0.0003,100,518.67,642.92,1585.97,1410.81,14.62,21.61,552.74,2388.11,9040.66,1.3,47.62,521.82,2388.13,8120.18,8.4209,0.03,392,2388,100,38.9,23.2926,518.67,643.05,1585.57,1410.28,14.62,21.61,552.525,2388.115,9044.66,1.3,47.46,521.525,2388.13,8121.825,8.45085,0.03,392.5,2388,100,38.9,23.3197,0,0.183847763,0.565685425,0.749533188,0,0,0.304055916,0.007071068,5.656854249,0,0.22627417,0.417193001,0,2.32638131,0.042355696,0,0.707106781,0,0,0,0.038325188
3,0.0001,0.0002,100,518.67,642.74,1591.11,1403.29,14.62,21.61,552.79,2388.11,9045.01,1.3,47.51,521.52,2388.12,8122.29,8.4497,0.03,393,2388,100,38.88,23.1812,518.67,642.9466667,1587.416667,1407.95,14.62,21.61,552.6133333,2388.113333,9044.776667,1.3,47.47666667,521.5233333,2388.126667,8121.98,8.450466667,0.03,392.6666667,2388,100,38.89333333,23.27353333,0,0.2212088,3.223435021,4.070331682,0,0,0.263881286,0.005773503,4.005100914,0,0.162583312,0.295014124,0.005773503,1.666763331,0.029957359,0,0.577350269,0,0,0.011547005,0.084430405
4,-0.0021,0.0005,100,518.67,642.76,1592.22,1406.11,14.62,21.61,552.13,2388.14,9049.45,1.3,47.68,521.25,2388.12,8123.8,8.4405,0.03,393,2388,100,38.86,23.2371,518.67,642.9,1588.6175,1407.49,14.62,21.61,552.4925,2388.12,9045.945,1.3,47.5275,521.455,2388.125,8122.435,8.447975,0.03,392.75,2388,100,38.885,23.264425,0,0.203306009,3.563007859,3.448400595,0,0,0.323766891,0.014142136,4.019191461,0,0.167207456,0.276947648,0.005773503,1.637121458,0.024962555,0,0.5,0,0,0.019148542,0.071303407
5,-0.0044,0.0003,100,518.67,643.13,1596.11,1409.34,14.62,21.61,553.61,2388.13,9043,1.3,47.53,521.5,2388.15,8118.15,8.4029,0.03,392,2388,100,38.88,23.2975,518.67,642.946,1590.116,1407.86,14.62,21.61,552.716,2388.122,9045.356,1.3,47.528,521.464,2388.13,8121.578,8.43896,0.03,392.6,2388,100,38.884,23.27104,0,0.203911746,4.555082875,3.098886897,0,0,0.573044501,0.013038405,3.721562844,0,0.144810221,0.240686518,0.012247449,2.383772221,0.029558383,0,0.547722558,0,0,0.016733201,0.063497425
6,0.0028,-0.0005,100,518.67,642.55,1596.3,1418.06,14.62,21.61,552.32,2388.13,9045.24,1.3,47.55,521.07,2388.14,8126.65,8.4505,0.03,394,2388,100,38.86,23.2799,518.67,642.82,1592.342,1409.522,14.62,21.61,552.718,2388.124,9044.672,1.3,47.578,521.432,2388.132,8122.214,8.4329,0.03,392.8,2388,100,38.876,23.25766,0,0.217370651,4.242601796,5.591714406,0,0,0.571288018,0.013416408,3.24645499,0,0.070498227,0.285954542,0.013038405,3.273091811,0.020577658,0,0.836660027,0,0,0.016733201,0.048917001
7,-0.0024,0.0004,100,518.67,642.86,1586.88,1404.52,14.62,21.61,553.54,2388.11,9042.79,1.3,47.28,521.14,2388.13,8121.9,8.4438,0.03,392,2388,100,38.71,23.3545,518.67,642.808,1592.524,1408.264,14.62,21.61,552.878,2388.124,9045.098,1.3,47.51,521.296,2388.132,8122.558,8.43748,0.03,392.8,2388,100,38.838,23.27004,0,0.212061312,3.90717673,5.927000084,0,0,0.680565941,0.013416408,2.678445445,0,0.144741148,0.205742558,0.013038405,3.091208502,0.019771748,0,0.836660027,0,0,0.072249567,0.065119797
8,-0.0017,-0.0001,100,518.67,642.75,1589.06,1407.11,14.62,21.61,552.97,2388.17,9040.27,1.3,47.38,521.9,2388.21,8120.31,8.4281,0.03,394,2388,100,38.71,23.2232,518.67,642.81,1592.114,1409.028,14.62,21.61,552.914,2388.136,9044.15,1.3,47.484,521.372,2388.15,8122.162,8.43316,0.03,393,2388,100,38.804,23.27844,0,0.211305466,4.189973747,5.342983249,0,0,0.679507174,0.021908902,3.446179044,0,0.155980768,0.337298088,0.035355339,3.256527291,0.018768538,0,1,0,0,0.086197448,0.052227847
9,-0.0004,0.0002,100,518.67,643.01,1594.26,1413.87,14.62,21.61,552.61,2388.1,9037.14,1.3,47.53,521.17,2388.15,8115.49,8.4758,0.03,392,2388,100,38.94,23.2721,518.67,642.86,1592.522,1410.58,14.62,21.61,553.01,2388.128,9041.688,1.3,47.454,521.356,2388.156,8120.5,8.44022,0.03,392.8,2388,100,38.82,23.28544,0,0.225610283,4.300734821,5.410097042,0,0,0.565375981,0.026832816,3.092227353,0,0.118869677,0.34630911,0.031304952,4.196462796,0.027037511,0,1.095445115,0,0,0.104642248,0.047426765
10,-0.005,-0.0001,100,518.67,642.57,1583.85,1406.7,14.62,21.61,553.56,2388.12,9040.35,1.3,47.59,521.1,2388.14,8128.5,8.4599,0.03,395,2388,100,38.76,23.2683,518.67,642.748,1590.07,1410.052,14.62,21.61,553,2388.126,9041.158,1.3,47.466,521.276,2388.154,8122.57,8.45162,0.03,393.4,2388,100,38.796,23.2796,0,0.194987179,5.153969344,5.683297458,0,0,0.552403838,0.027018512,3.037757397,0,0.130881626,0.350898846,0.032093613,5.183970486,0.017810306,0,1.341640786,0,0,0.101143462,0.047368238
11,0.0018,0.0004,100,518.67,642.3,1589.55,1419.87,14.62,21.61,554.04,2388.2,9040.86,1.3,47.69,521,2388.14,8125.93,8.4549,0.03,392,2388,100,38.81,23.2842,518.67,642.698,1588.72,1410.414,14.62,21.61,553.344,2388.14,9040.282,1.3,47.494,521.262,2388.154,8122.426,8.4525,0.03,393,2388,100,38.786,23.28046,0,0.274353786,3.82748612,6.340530735,0,0,0.558596455,0.043011626,2.031076069,0,0.164103626,0.362381015,0.032093613,5.050587095,0.01784979,0,1.414213562,0,0,0.095551033,0.047414059
12,0.0013,-0.0004,100,518.67,643.02,1587.92,1406.39,14.62,21.61,553.47,2388.1,9042.47,1.3,47.65,521.18,2388.11,8121.97,8.4522,0.03,394,2388,100,39.04,23.2671,518.67,642.73,1588.928,1410.788,14.62,21.61,553.33,2388.138,9040.218,1.3,47.568,521.27,2388.15,8122.44,8.45418,0.03,393.4,2388,100,38.852,23.26298,0,0.305532322,3.729499966,5.949018406,0,0,0.553308232,0.04494441,1.935063306,0,0.121326007,0.359444015,0.036742346,5.048861258,0.017210084,0,1.341640786,0,0,0.135535973,0.02324429
13,-0.0024,0.0004,100,518.67,642.46,1588.36,1407.31,14.62,21.61,553.57,2388.1,9042.18,1.3,47.35,521.36,2388.1,8118.26,8.4268,0.03,395,2388,100,38.67,23.357,518.67,642.672,1588.788,1410.828,14.62,21.61,553.45,2388.124,9040.6,1.3,47.562,521.162,2388.128,8122.03,8.45392,0.03,393.6,2388,100,38.844,23.28974,0,0.327520992,3.736438143,5.918700871,0,0,0.51975956,0.043358967,2.126910906,0,0.13311649,0.131984848,0.021679483,5.339920411,0.017705282,0,1.516575089,0,0,0.146731046,0.038203442
2,0.0001,0.0001,100,518.67,641.91,1580.17,1394.7,14.62,21.61,554.85,2387.94,9063.39,1.3,47.12,523.03,2387.98,8148.23,8.4331,0.03,392,2388,100,38.97,23.4335,518.67,642.045,1581.58,1395.46,14.62,21.61,554.6,2387.95,9064.49,1.3,47.105,522.685,2387.965,8148.695,8.41755,0.03,391.5,2388,100,39.005,23.4842,0,0.190918831,1.994041123,1.074802307,0,0,0.353553391,0.014142136,1.555634919,0,0.021213203,0.487903679,0.021213203,0.657609307,0.021991021,0,0.707106781,0,0,0.049497475,0.071700628
3,-0.0009,-0.0003,100,518.67,642.5,1587.57,1396.79,14.62,21.61,554.75,2388.03,9057.58,1.3,47.12,522.63,2388.05,8140.94,8.4028,0.03,391,2388,100,39.09,23.4296,518.67,642.1966667,1583.576667,1395.903333,14.62,21.61,554.65,2387.976667,9062.186667,1.3,47.11,522.6666667,2387.993333,8146.11,8.412633333,0.03,391.3333333,2388,100,39.03333333,23.466,0,0.295352896,3.734719981,1.080385734,0,0,0.264575131,0.047258156,4.138361189,0,0.017320508,0.346458271,0.051316014,4.501433105,0.017729166,0,0.577350269,0,0,0.060277138,0.059701005
4,-0.0022,0.0001,100,518.67,642.04,1584.66,1406.4,14.62,21.61,555.19,2388,9061.97,1.3,47.04,522.85,2388.01,8145.41,8.3741,0.03,392,2388,100,38.96,23.5159,518.67,642.1575,1583.8475,1398.5275,14.62,21.61,554.785,2387.9825,9062.1325,1.3,47.0925,522.7125,2387.9975,8145.935,8.403,0.03,391.5,2388,100,39.015,23.478475,0,0.253558014,3.097120975,5.321950614,0,0,0.345784133,0.040311289,3.380693962,0,0.037749172,0.297363414,0.042720019,3.692031961,0.024098824,0,0.577350269,0,0,0.061373175,0.054759862
5,-0.0018,-0.0003,100,518.67,642.06,1580,1400.12,14.62,21.61,554.84,2387.95,9062.05,1.3,47.15,522.51,2387.98,8145.92,8.3664,0.03,390,2388,100,39.08,23.45,518.67,642.138,1583.078,1398.846,14.62,21.61,554.796,2387.976,9062.116,1.3,47.104,522.672,2387.994,8145.932,8.39568,0.03,391.2,2388,100,39.028,23.47278,0,0.223874965,3.186654986,4.663644498,0,0,0.300466304,0.037815341,2.927999317,0,0.041593269,0.272983516,0.037815341,3.197400507,0.026523141,0,0.836660027,0,0,0.060580525,0.049103432
6,0.0009,-0.0005,100,518.67,641.84,1589.51,1401.32,14.62,21.61,554.42,2388.01,9062.76,1.3,47.07,522.54,2388.04,8147.93,8.3554,0.03,393,2388,100,38.79,23.4186,518.67,642.07,1584.382,1399.866,14.62,21.61,554.81,2387.986,9061.55,1.3,47.1,522.712,2388.012,8145.686,8.38636,0.03,391.6,2388,100,38.978,23.44952,0,0.257099203,4.286020299,4.500586628,0,0,0.275045451,0.039115214,2.293305475,0,0.044158804,0.222081066,0.032710854,2.922452737,0.031472734,0,1.140175425,0,0,0.121119775,0.038781529
7,-0.0021,-0.0004,100,518.67,641.66,1584.33,1400.27,14.62,21.61,553.55,2388.04,9063.1,1.3,47.28,522.57,2388.01,8148.53,8.3917,0.03,392,2388,100,39.07,23.4575,518.67,642.02,1585.214,1400.98,14.62,21.61,554.55,2388.006,9061.492,1.3,47.132,522.62,2388.018,8145.746,8.37808,0.03,391.6,2388,100,38.998,23.45432,0,0.314006369,3.615263476,3.474615087,0,0,0.622615451,0.035071356,2.238139853,0,0.093112835,0.136014705,0.027748874,2.990038461,0.019126082,0,1.140175425,0,0,0.12755391,0.037775217
8,0.0018,0,100,518.67,641.46,1581.9,1392.49,14.62,21.61,555.66,2388.02,9064.64,1.3,47.37,522.21,2387.94,8145.97,8.4011,0.03,390,2388,100,39.27,23.4105,518.67,641.812,1584.08,1400.12,14.62,21.61,554.732,2388.004,9062.904,1.3,47.182,522.536,2387.996,8146.752,8.37774,0.03,391.4,2388,100,39.034,23.4505,0,0.255577777,3.580593526,4.977896142,0,0,0.802664313,0.033615473,1.081031914,0,0.140249777,0.227332356,0.037815341,1.383264255,0.018584214,0,1.341640786,0,0,0.176153342,0.041665393
9,0.0003,-0.0004,100,518.67,641.99,1580.58,1394.58,14.62,21.6,554.88,2388.04,9070.86,1.3,47.2,522.35,2388.04,8148.65,8.3858,0.03,391,2388,100,39.03,23.5122,518.67,641.802,1583.264,1397.756,14.62,21.608,554.67,2388.012,9064.682,1.3,47.214,522.436,2388.002,8147.4,8.38008,0.03,391.2,2388,100,39.048,23.44976,0,0.245193801,3.868685823,3.950586032,0,0.004472136,0.769740216,0.037013511,3.580980313,0,0.115887877,0.152249795,0.042661458,1.356060471,0.018747186,0,1.303840481,0,0,0.171522593,0.0402213
10,0.0009,-0.0002,100,518.67,641.77,1580.84,1391.62,14.62,21.61,554.37,2388.02,9068.09,1.3,47.21,522.48,2388.03,8142.56,8.4069,0.03,391,2388,100,38.9,23.4672,518.67,641.744,1583.432,1396.056,14.62,21.608,554.576,2388.026,9065.89,1.3,47.226,522.43,2388.012,8146.728,8.38818,0.03,391.4,2388,100,39.012,23.4532,0,0.198821528,3.706341862,4.47326838,0,0.004472136,0.77248301,0.013416408,3.488710363,0,0.11058933,0.149164339,0.042071368,2.565778634,0.020062079,0,1.140175425,0,0,0.181714061,0.040975419
11,-0.0012,-0.0004,100,518.67,642.33,1581.8,1400.58,14.62,21.61,553.61,2388,9067.61,1.3,47.16,522.75,2387.99,8144.65,8.3929,0.03,391,2388,100,39.08,23.4228,518.67,641.842,1581.89,1395.908,14.62,21.608,554.414,2388.024,9066.86,1.3,47.244,522.472,2388.002,8146.072,8.39568,0.03,391,2388,100,39.07,23.45404,0,0.333271661,1.481586987,4.262859369,0,0.004472136,0.889454889,0.016733201,3.047187228,0,0.082643814,0.206446119,0.039623226,2.600696061,0.008313363,0,0.707106781,0,0,0.132853303,0.040122973
