time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41
33,0,36,1,2873.35,2565.8,2220.5445,1192.8757,1.3872,100,106.2567,0.1218,1.5569,0.0189,0.0077,0.968,201.6988,10.158,405.8365,773.8504,0.9903,60.0459,0.5995,0.979,6.0189,15.82,3.448,15.88,15.83,0.9649,2.713,0.5668,3.08,0,0.7608,0.9963,2.3221,1001.7862,37.4028,71,166.3,128.2,45.2002,218.533,0.5206
1,0,7,2,3045.03,2315.76,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5693,0.0064,-0.0058,0.9682,201.5153,12.655,418.8553,757.3824,0.9618,57.5716,0.5994,0.974,6.2604,15.82,3.448,15.88,15.83,0.9649,2.713,0.5668,3.08,0,0.7608,0.9963,2.3221,1001.7862,37.4028,129,61.9,206.1,107.6001,864.425,0.415
19,0,20,1,3090.18,2375.49,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.5769,-0.0359,0.0076,0.9653,195.9164,5.9519,408.6125,733.8516,0.9674,56.6393,0.6024,0.9801,6.0909,15.73,3.776,15.76,15.74,1.031,3.198,0.6741,3.41,-0.3311,0.7025,0.9983,2.3403,1001.2992,45.7686,95,76.6,127.6,70.3999,774.816,0.6112
0,0,1,1,2955.85,2623.1,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.4395,0.0012,0.0011,0.9556,200.1743,7.3859,400.351,763.8563,0.9592,58.0172,0.5877,0.976,6.3083,15.78,3.62,15.83,15.83,0.9933,2.914,0.6314,3.361,0.0473,0.7509,0.9969,2.3532,1006.4114,44.814,75,128.3,105.6,70.3999,774.816,0.6112
6,0,10,1,3006.23,2424.37,2220.5445,1192.8757,1.3872,100,106.2567,0.1218,1.4829,-0.0176,0.0064,0.9642,195.4162,4.5654,395.9865,711.8571,0.9905,58.9959,0.6012,0.9653,6.3571,15.73,3.776,15.76,15.74,1.031,3.198,0.6741,3.41,-0.3311,0.7025,0.9983,2.3403,1001.2992,45.7686,123,187.4,122,45.2002,218.533,0.5206
0,2,0,2,2958.05,2450.25,2199.3334,1017.9399,1.2414,100,100.5544,0.1214,1.4981,0.0234,-0.0042,0.9536,202.5742,4.0799,399.0785,773.7833,0.9909,58.1217,0.5939,0.9708,6.6967,15.88,2.438,15.91,15.87,0.7947,2.951,0.4261,3.42,0.8042,0.8376,0.9981,2.3313,1007.4191,39.3702,84,188.1,128.4,78.8,728.433,1.0232
19,0,37,2,2999.72,2492.29,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.4656,-0.0103,-0.0029,0.9589,199.6948,8.3864,402.8367,823.2608,0.9905,60.026,0.6066,0.9654,6.3649,15.78,3.62,15.83,15.83,0.9933,2.914,0.6314,3.361,0.0473,0.7509,0.9969,2.3532,1006.4114,44.814,95,188.5,169.7,70.3999,774.816,0.6112
5,0,15,2,2918.9,2500.41,2183.4333,1582.5646,1.3601,100,99.0267,0.124,1.4408,0.0247,0.0022,0.9511,202.15,3.1509,403.2555,760.5186,0.9369,56.0367,0.5928,0.9788,6.2869,15.88,2.438,15.91,15.87,0.7947,2.951,0.4261,3.42,0.8042,0.8376,0.9981,2.3313,1007.4191,39.3702,77,200.5,145.8,46.8,287.1499,0.4345
33,0,42,2,2926.07,2505.73,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.5371,-0.016,0.0022,0.9528,200.1845,3.4345,427.1292,760.1941,0.9681,57.2713,0.5882,0.9809,6.2641,15.88,2.438,15.91,15.87,0.7947,2.951,0.4261,3.42,0.8042,0.8376,0.9981,2.3313,1007.4191,39.3702,113,153.4,120.9,70.3999,774.816,0.6112
4,0,23,2,3032.89,2500.81,2183.4333,1582.5646,1.3601,100,99.0267,0.124,1.4615,-0.0034,-0.0042,0.9581,199.5653,9.0188,405.2932,722.0756,0.9908,59.6045,0.5982,0.9794,6.1709,15.78,3.62,15.83,15.83,0.9933,2.914,0.6314,3.361,0.0473,0.7509,0.9969,2.3532,1006.4114,44.814,107,201,109.1,46.8,287.1499,0.4345
3,1,3,1,2865.31,2531.75,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5264,0.017,-0.0099,0.9613,201.4855,12.9025,419.9636,744.4707,0.968,57.5846,0.6051,0.9788,6.2893,15.73,3.776,15.76,15.74,1.031,3.198,0.6741,3.41,-0.3311,0.7025,0.9983,2.3403,1001.2992,45.7686,226,195.5,171.7,107.6001,864.425,0.415
17,0,18,2,2855.8,2537.35,2183.4333,1582.5646,1.3601,100,99.0267,0.124,1.4912,-0.0004,-0.0016,0.9681,199.2058,10.6604,397.5674,726.8887,0.9659,59.1544,0.6054,0.9795,6.1235,15.88,2.438,15.91,15.87,0.7947,2.951,0.4261,3.42,0.8042,0.8376,0.9981,2.3313,1007.4191,39.3702,161,161.5,116.1,46.8,287.1499,0.4345
0,1,0,1,2930.22,2417.85,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5218,-0.0283,-0.001,0.9584,195.8258,5.132,410.2025,790.1841,0.9904,59.3415,0.6001,0.9794,6.3099,15.83,3.777,15.9,15.83,1.05,2.692,0.6294,3.085,-0.4731,0.7489,0.996,2.3415,1006.1613,40.0761,92,116.3,127.5,107.6001,864.425,0.415
14,1,14,1,2971.99,2502.62,2239.3,1192.7495,1.2479,100,100.1189,0.1187,1.5824,-0.0006,0.0064,0.9649,201.9597,4.7482,404.6931,771.4724,0.991,57.7826,0.5977,0.9594,6.5992,15.81,3.566,15.84,15.78,1.21,2.642,0.5619,3.034,0,0.7332,0.9981,2.3348,1004.2077,41.9975,119,114.5,141.8,95.4001,369.522,0.1696
1,0,2,1,2940.53,2459.87,2202.7111,1010.4454,1.0032,100,104.3067,0.1225,1.5884,-0.0108,0.0165,0.9558,194.6922,7.5957,427.1576,738.2523,0.9382,56.3047,0.5986,0.9762,6.3217,15.83,3.777,15.9,15.83,1.05,2.692,0.6294,3.085,-0.4731,0.7489,0.996,2.3415,1006.1613,40.0761,129,180.6,122.1,56.4001,545.17,0.7511
7,1,7,1,2916.41,2503.59,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.6026,-0.0252,0.0033,0.9645,199.4803,8.0833,397.9443,735.1842,0.9674,57.3114,0.5974,0.9794,6.1868,15.78,3.62,15.83,15.83,0.9933,2.914,0.6314,3.361,0.0473,0.7509,0.9969,2.3532,1006.4114,44.814,146,180.2,139.3,107.6001,864.425,0.415
63,1,63,1,3047.67,2565.03,2199.3334,1017.9399,1.2414,100,100.5544,0.1214,1.488,0.0252,-0.0044,0.9489,202.287,2.908,416.8999,716.1579,0.9907,58.2233,0.5873,0.9661,6.1287,15.83,3.777,15.9,15.83,1.05,2.692,0.6294,3.085,-0.4731,0.7489,0.996,2.3415,1006.1613,40.0761,81,88,44.1,78.8,728.433,1.0232
0,0,0,2,3082.45,2739.19,2199.3334,1017.9399,1.2414,100,100.5544,0.1214,1.5553,0.0245,-0.0111,0.9609,202.2491,12.4225,405.7057,767.3358,0.991,57.6772,0.6011,0.9786,6.4168,15.83,3.777,15.9,15.83,1.05,2.692,0.6294,3.085,-0.4731,0.7489,0.996,2.3415,1006.1613,40.0761,141,99.1,66.4,78.8,728.433,1.0232
6,0,10,1,3088.82,2655.37,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.3296,-0.0011,0.0007,0.9537,202.6471,4.0536,405.261,731.1757,0.9909,57.9243,0.5885,0.9615,6.3937,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,101,80.9,40.3,65.1001,742.1091,0.5975
1,2,1,2,3090.42,2531.98,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.3167,0.0428,0.023,0.9511,202.1463,4.7155,415.6802,757.1042,0.9907,58.4191,0.5941,0.9631,6.325,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,153,79.7,32,78.7998,306.486,0.4208
112,2,112,2,3031.9,2414.83,2191.9,1936.7653,1.5291,100,98.1244,0.1254,1.4989,-0.0042,-0.0009,0.9673,199.629,11.7405,427.7605,768.9496,0.9911,57.6821,0.6082,0.9667,6.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,136.3,106.2,72,209.1749,0.5324
8,0,14,1,3029.16,2519.68,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.4527,-0.0077,-0.0098,0.9487,201.701,4.7764,405.1486,795.0289,0.9904,58.5485,0.5936,0.9766,6.3353,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,119,92.5,124.4,78.7998,306.486,0.4208
13,0,15,2,3040.63,2547.43,2174.8666,1039.2291,1.0455,100,103.6,0.1221,1.5867,0.0086,0.0349,0.9534,194.3909,4.6731,403.3538,806.075,0.9905,59.0693,0.5928,0.9669,6.2496,15.73,3.776,15.76,15.74,1.031,3.198,0.6741,3.41,-0.3311,0.7025,0.9983,2.3403,1001.2992,45.7686,122,107.6,85.5,59.5,533.891,0.4845
22,0,44,1,3039.93,2447.89,2246.4889,1006.9548,1.0997,100,103.3222,0.1184,1.5414,-0.0095,-0.0167,0.9631,193.9698,8.1787,412.8356,631.7283,0.9909,58.6585,0.5956,0.9772,6.2266,15.78,3.62,15.83,15.83,0.9933,2.914,0.6314,3.361,0.0473,0.7509,0.9969,2.3532,1006.4114,44.814,69,75,40.7,107.6001,864.425,0.415
8,1,8,1,2922.94,2478.55,2193.1555,1172.6226,1.2752,100,101.1111,0.1209,1.5024,-0.0039,0.0008,0.9629,199.6448,9.4702,404.7365,771.9225,0.9909,58.3945,0.6005,0.9644,6.2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,151.8,129.1,68.2,342.6111,0.1298
17,2,17,2,3046.33,2545.34,2172.3666,1752.3206,1.3622,100,97.2633,0.1269,1.5409,-0.0097,0.0043,0.9612,199.6455,3.8361,399.7667,822.519,0.9908,57.7407,0.5959,0.9601,6.4596,15.7,3.428,15.75,15.68,0.894,2.746,0.594,3.158,0.7569,0.786,0.9971,2.3712,1009.6011,39.9289,122,101.4,87.5,60.2,394.104,0.4287
13,0,14,1,3081.07,2560.99,2180.1556,1822.5073,1.2579,100,98.1289,0.1261,1.5048,-0.0108,0.007,0.9477,203.2749,13.4292,408.6389,792.3948,0.9909,57.7968,0.602,0.9781,6.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,89.6,62.4,52.2,547.576,1.7153
9,0,14,2,2992.4,2467.07,2191.6667,1107.433,1.3529,100,103.4233,0.1206,1.4993,-0.0091,0.0006,0.9549,199.6784,7.6212,395.5722,781.5414,0.9641,57.887,0.5988,0.9589,6.4276,15.78,3.62,15.83,15.83,0.9933,2.914,0.6314,3.361,0.0473,0.7509,0.9969,2.3532,1006.4114,44.814,92,162,144.3,70.3999,774.816,0.6112
34,0,41,1,3049.31,2453.82,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.531,0.0006,0.0028,0.9649,198.6113,15.4785,422.5091,758.1528,0.9908,58.0664,0.5994,0.9637,6.386,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,82,78.4,84.9,78.7998,306.486,0.4208
74,1,74,1,3011.49,2537.9,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.6227,0.0062,0.0194,0.9649,198.9,14.0894,416.6665,764.1613,0.9908,58.3019,0.5966,0.9698,6.2651,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,119,189.2,187.1,65.1001,742.1091,0.5975
0,1,0,1,2913.15,2544.52,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.5115,-0.01,0.0053,0.977,198.4355,10.179,405.2096,787.6015,0.9908,57.82,0.6028,0.9786,6.0291,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,161,148.7,164.3,60.5,245.0861,0.5144
4,0,6,2,3080.26,2526.82,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.5035,0.0046,0.0041,0.9648,199.0475,14.4227,415.8519,711.8674,0.9904,58.9434,0.5872,0.9619,6.3893,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,153,80.8,51.3,78.7998,306.486,0.4208
28,2,28,2,3070.5,2439.13,2209.9222,1693.5732,1.3918,100,99.0811,0.125,1.3609,-0.0003,-0.0046,0.9563,208.2673,17.8597,422.9505,806.2008,0.9909,58.7707,0.6003,0.9733,6.2579,15.69,3.663,15.7,15.66,0.9318,2.593,0.6207,3.081,0.1419,0.7454,0.9989,2.362,995.2842,38.6566,96,79.3,110.9,40.1001,219.9441,0.4615
13,2,13,2,2960.18,2459.62,2213.7667,1679.3498,1.0685,100,98.1978,0.1235,1.4581,0.0002,0.0004,0.9598,208.633,18.8626,421.8025,680.0452,0.9904,57.9568,0.5932,0.967,6.2173,15.69,3.663,15.7,15.66,0.9318,2.593,0.6207,3.081,0.1419,0.7454,0.9989,2.362,995.2842,38.6566,117,115.3,116.2,62,911.277,0.2373
8,0,8,2,2960.65,2436.17,2265.1889,1740.3297,1.4715,100,100.3889,0.1222,1.5748,-0.0062,-0.0024,0.9646,197.6366,15.0233,418.0322,759.0628,0.9907,58.7854,0.5871,0.9747,6.339,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,129,225.9,141.6,78.7998,306.486,0.4208
3,0,6,2,3000.46,2523.08,2191.9,1936.7653,1.5291,100,98.1244,0.1254,1.4051,-0.0276,-0.0093,0.956,199.3181,12.9074,432.9016,712.1443,0.9906,58.9968,0.5872,0.9667,6.1984,15.7,3.428,15.75,15.68,0.894,2.746,0.594,3.158,0.7569,0.786,0.9971,2.3712,1009.6011,39.9289,119,81.4,125.4,72,209.1749,0.5324
32,0,39,1,2946.86,2474.05,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.4039,0.0088,0.0169,0.9455,206.3514,5.9532,400.1708,776.2969,0.9663,58.2189,0.6052,0.9778,6.4227,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,73,189.4,218.8,70.3999,461.856,0.4237
48,0,99,1,2831.91,2433.96,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.3985,-0.0092,0.0044,0.9561,199.4706,13.4953,426.9365,717.0246,0.9906,59.0609,0.5917,0.9702,6.2776,15.7,3.428,15.75,15.68,0.894,2.746,0.594,3.158,0.7569,0.786,0.9971,2.3712,1009.6011,39.9289,127,227.5,152.3,44.8,169.5431,0.4018
29,0,29,1,2872.4,2607.75,2172.3666,1752.3206,1.3622,100,97.2633,0.1269,1.4876,0.0018,0.0094,0.951,203.3075,3.636,404.9856,756.9467,0.9907,58.5897,0.5932,0.9769,6.3935,15.7,3.428,15.75,15.68,0.894,2.746,0.594,3.158,0.7569,0.786,0.9971,2.3712,1009.6011,39.9289,122,218.8,162.4,60.2,394.104,0.4287
15,2,15,2,3054.78,2479.17,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4321,-0.0114,0.0026,0.9539,199.6391,13.0316,425.6525,682.8184,0.9908,58.4256,0.6009,0.9645,6.25,15.7,3.428,15.75,15.68,0.894,2.746,0.594,3.158,0.7569,0.786,0.9971,2.3712,1009.6011,39.9289,119,72.2,131.5,44.8,169.5431,0.4018
22,0,54,2,3086.88,2395.85,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4639,-0.0091,-0.0063,0.9501,202.7572,12.7841,416.9489,758.1489,0.89,55.9866,0.5902,0.9799,6.3572,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,87,105.7,123.3,44.8,169.5431,0.4018
0,2,0,2,2913.42,2437.69,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.5242,0.0221,0.0153,0.9689,199.3755,4.4125,404.9075,703.4418,0.9908,57.818,0.6134,0.9638,6.3545,15.7,3.865,15.72,15.64,1.012,2.931,0.6156,3.18,-0.1419,0.6925,0.9988,2.3756,998.6588,41.4186,123,129.3,185.9,70.3999,461.856,0.4237
6,0,13,1,3039.57,2583.78,2197.8445,1907.8909,1.1799,100,99.6667,0.1247,1.5847,0.0283,0.0118,0.9668,199.0997,6.0177,408.9852,794.5335,0.9613,58.3584,0.6017,0.9763,6.4661,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,551,63.3,65.4,43.5,564.6161,0.4678
2,0,23,2,2958.13,2485.57,2197.8667,1888.0388,1.1988,100,100.2811,0.1247,1.5497,-0.0019,0.0029,0.964,199.0418,13.6445,406.2111,703.1421,0.9902,58.0752,0.6001,0.961,6.7662,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,119,223.3,152.5,48.5999,347.549,0.972
52,2,52,2,2928.16,2523.21,2210.6111,1184.6481,1.2577,100,102.9356,0.1201,1.4453,-0.0126,0.0152,0.9424,198.8602,4.7513,406.291,837.1784,0.9915,59.3593,0.5392,0.9803,6.1599,15.7,3.865,15.72,15.64,1.012,2.931,0.6156,3.18,-0.1419,0.6925,0.9988,2.3756,998.6588,41.4186,61,131.1,106.5,69.3999,888.629,1.1917
1,0,13,1,2951.2,2418.83,2181.1555,988.766,0.9454,100,101.3611,0.1215,1.4634,-0.0094,0.0006,0.9661,201.8303,12.7948,407.8339,790.9846,0.9903,59.2643,0.6086,0.9679,6.1384,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,125,124.3,154.4,63.5,399.29,0.26
18,0,50,2,3002.85,2502.05,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.4518,0.0066,0.0151,0.9659,198.8576,5.7237,403.9325,725.5646,0.9907,59.2637,0.5969,0.9642,6.3798,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,86,213.7,164.1,60.5,245.0861,0.5144
8,1,8,1,3046.34,2307.24,2178.1444,1074.5145,1.226,100,101.0956,0.1218,1.4443,0.0008,-0.0059,0.9492,202.9989,11.7968,401.278,727.9479,0.9904,59.1723,0.6035,0.9624,6.4235,15.71,3.617,15.79,15.76,1.026,2.643,0.623,3.042,0.0473,0.7388,0.9947,2.3596,1000.9017,45.4822,77,172.7,249,61.5,306.759,0.0797
2,0,7,1,0,2810.12,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.5166,-0.0141,0.009,0.9496,202.8416,15.2822,422.8612,719.0445,0.962,57.8978,0.6056,0.9648,6.2784,15.7,3.865,15.72,15.64,1.012,2.931,0.6156,3.18,-0.1419,0.6925,0.9988,2.3756,998.6588,41.4186,167,0,72,60.5,245.0861,0.5144
10,1,10,1,2985.11,2496.73,2220.7111,1064.8446,0.9747,100,103.0567,0.1193,1.474,0.0024,0.0069,0.9438,206.4474,5.8117,401.2955,759.3098,0.9904,59.0053,0.6098,0.9634,6.2911,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,119,183.9,169.3,70.3999,461.856,0.4237
71,0,115,1,2943.58,2512.49,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4046,-0.008,0.004,0.9663,199.0794,11.4788,404.3473,737.8589,0.9903,59.0911,0.5918,0.9647,6.3426,15.74,3.316,15.77,15.73,1.087,2.675,0.574,3.323,-0.3311,0.7681,0.998,2.3684,1004.2506,40.1518,146,174.4,122.1,44.8,169.5431,0.4018
1,0,1,2,2992.89,2481.43,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.4649,0.0309,-0.0068,0.9657,199.6813,18.1408,411.6088,871.2042,0.9604,55.8172,0.6073,0.9672,6.158,15.65,3.785,15.73,15.65,0.9838,2.612,0.632,3.066,-0.1419,0.7193,0.9953,2.3695,997.0102,38.9581,61,185.8,170.1,65.1001,742.1091,0.5975
6,1,6,1,2962.27,2495.35,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.5385,0.0329,-0.001,0.9662,199.2753,11.7113,399.6304,806.0594,0.9909,57.8646,0.596,0.9798,6.1354,15.7,3.865,15.72,15.64,1.012,2.931,0.6156,3.18,-0.1419,0.6925,0.9988,2.3756,998.6588,41.4186,90,174.5,127,44.8,169.5431,0.4018
15,0,18,1,3043.67,2518.21,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.537,-0.0013,0.0006,0.9563,197.9708,9.6926,415.1418,738.8354,0.9676,57.5436,0.6027,0.9784,6.3832,15.79,3.609,15.85,15.8,0.9176,2.761,0.6274,3.565,0.6623,0.6956,0.9965,2.3403,1012.1967,36.5767,122,133.8,120,52.8,176.234,0.3227
64,0,82,1,3024.46,2468.33,2222.3333,1720.9033,1.315,100,100.3989,0.1231,1.5374,-0.0131,-0.0007,0.9522,210.5179,5.6793,417.4052,767.9018,0.958,55.2444,0.601,0.9752,6.1337,15.81,3.628,15.89,15.74,1.035,2.726,0.6217,3.133,-0.0946,0.761,0.9946,2.3583,1007.05,40.8687,119,62.5,108.5,52.5999,235.735,0.5134
11,1,11,1,3032.81,2534.74,2239.4223,1997.3782,1.5397,100,98.3356,0.1229,1.4974,-0.0046,-0.0002,0.9629,201.6839,16.8343,426.7663,816.0562,0.9901,57.1135,0.5894,0.9777,6.2927,15.74,3.901,15.75,15.74,1.021,2.676,0.6256,3.018,-0.3784,0.7429,0.9992,2.3471,1004.4356,39.1564,93,63.6,94.1,60.7,257.913,0.9199
2,0,3,2,3020.12,2416.73,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.3642,-0.0167,0.0033,0.9669,197.5256,12.6505,415.3988,746.198,0.9909,58.9691,0.5979,0.9794,6.3224,15.79,3.609,15.85,15.8,0.9176,2.761,0.6274,3.565,0.6623,0.6956,0.9965,2.3403,1012.1967,36.5767,95,153.2,144.3,64.0999,480.957,0.1297
31,2,31,2,2955.3,2460.08,2191.9,1936.7653,1.5291,100,98.1244,0.1254,1.4125,-0.0003,0.014,0.9636,198.4576,12.5444,415.0011,759.1619,0.967,57.7094,0.607,0.9797,6.1199,15.7,3.428,15.75,15.68,0.894,2.746,0.594,3.158,0.7569,0.786,0.9971,2.3712,1009.6011,39.9289,68,126.6,170.6,72,209.1749,0.5324
0,0,2,1,3100.44,2690.99,2239.4223,1997.3782,1.5397,100,98.3356,0.1229,1.543,0.0059,-0.0057,0.9742,200.121,2.8173,415.4615,744.2175,0.9903,58.0013,0.5894,0.9762,6.2304,15.7,3.653,15.74,15.7,1.272,2.763,0.6641,3.193,0.3311,0.7636,0.9971,2.3524,1001.6031,39.8303,101,100.5,35.4,60.7,257.913,0.9199
60,1,60,1,2976.48,2502.96,2232.5889,1717.275,1.67,100,104.1067,0.1223,1.4306,0.0383,-0.0045,0.9666,198.2496,5.0234,403.6461,718.4797,0.9904,59.6378,0.6111,0.9647,6.3867,15.81,3.628,15.89,15.74,1.035,2.726,0.6217,3.133,-0.0946,0.761,0.9946,2.3583,1007.05,40.8687,108,154.2,142.7,60.5,245.0861,0.5144
95,2,95,2,3056.5,2481.09,2220.4444,1637.2946,1.368,100,100.5189,0.1231,1.4402,-0.018,-0.0013,0.9668,202.7691,5.2075,408.731,724.9895,0.9643,55.8807,0.6127,0.96,6.5545,15.81,3.628,15.89,15.74,1.035,2.726,0.6217,3.133,-0.0946,0.761,0.9946,2.3583,1007.05,40.8687,119,90.9,146.6,53.6001,185.265,0.4569
1,0,18,1,3017.5,2634.3,2183.4556,955.9073,1.1048,100,102.6978,0.1223,1.47,-0.0092,0.0083,0.9514,210.618,5.8718,420.8003,913.7342,0.9586,54.9225,0.5643,0.9798,6.3703,15.81,3.628,15.89,15.74,1.035,2.726,0.6217,3.133,-0.0946,0.761,0.9946,2.3583,1007.05,40.8687,70,181,179.7,65.1001,742.1091,0.5975
4,0,5,1,3003.13,2714.3,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.424,-0.008,0.0074,0.9557,199.1319,5.5904,414.1055,699.5907,0.9907,58.8617,0.6092,0.9641,6.2347,15.75,3.276,15.78,15.74,0.9082,2.66,0.5489,3.136,0,0.771,0.9982,2.3592,1001.0291,38.0893,118,189.7,164.3,44.8,169.5431,0.4018
1,0,2,2,2924.23,2531.34,2196.6555,1066.1908,1.2188,100,101.89,0.1211,1.3872,-0.0089,0.0028,0.9513,197.6882,12.6325,414.5268,763.7677,0.9903,59.0759,0.5887,0.9735,6.1175,15.79,3.609,15.85,15.8,0.9176,2.761,0.6274,3.565,0.6623,0.6956,0.9965,2.3403,1012.1967,36.5767,226,264,246,64.0999,480.957,0.1297
46,0,67,2,3023.86,2432.85,2172.3666,1752.3206,1.3622,100,97.2633,0.1269,1.4712,-0.015,0.0056,0.9669,199.5552,10.0725,406.1241,757.9842,0.9902,59.5307,0.5949,0.9757,6.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,160.1,156.8,60.2,394.104,0.4287
7,1,7,1,3020.46,2477.86,2242.2444,1695.7049,1.4215,100,99.9944,0.1215,1.4845,-0.0079,-0.0004,0.9661,200.0653,3.4456,415.2112,753.0848,0.9907,59.1721,0.5962,0.9647,6.47,15.72,3.937,15.77,15.74,1.097,2.666,0.656,3.085,-0.0473,0.7304,0.997,2.3497,1000.0948,39.2181,84,182.6,187.1,81.4001,741.21,1.2959
0,0,1,1,3035.71,2567.29,2222.3222,1678.9669,1.5099,100,99.6944,0.1248,1.3325,0.0067,0.0098,0.9613,202.5176,6.1052,402.1135,739.4041,0.9692,57.2036,0.5961,0.9601,6.7772,15.7,3.653,15.74,15.7,1.272,2.763,0.6641,3.193,0.3311,0.7636,0.9971,2.3524,1001.6031,39.8303,119,67.7,101.9,52.8,176.234,0.3227
50,0,114,2,2917.86,2490.86,2178.1444,1074.5145,1.226,100,101.0956,0.1218,1.4704,0.0024,0.0124,0.9614,197.6029,4.111,397.7479,717.1922,0.9905,58.6701,0.5958,0.9744,6.2275,15.7,3.653,15.74,15.7,1.272,2.763,0.6641,3.193,0.3311,0.7636,0.9971,2.3524,1001.6031,39.8303,127,110.9,87.1,61.5,306.759,0.0797
9,0,10,2,3044.46,2497.58,2178.1444,1074.5145,1.226,100,101.0956,0.1218,1.3714,0.0037,0.007,0.9802,197.7226,13.1215,405.3276,742.1122,0.9905,58.9705,0.5993,0.9703,6.2027,15.74,3.901,15.75,15.74,1.021,2.676,0.6256,3.018,-0.3784,0.7429,0.9992,2.3471,1004.4356,39.1564,89,74.7,109,61.5,306.759,0.0797
41,0,43,1,2959.65,2576.84,2171.9,1811.8799,1.3811,100,99.22,0.1276,1.4523,-0.0032,0.0093,0.9602,198.3949,3.0397,427.7382,756.0871,0.9907,58.9202,0.5972,0.9691,6.1809,15.7,3.653,15.74,15.7,1.272,2.763,0.6641,3.193,0.3311,0.7636,0.9971,2.3524,1001.6031,39.8303,125,232.5,222.2,44.8,169.5431,0.4018
